Comprende los objetivos del equipo y los objetivos de la empresa.,Ve cómo la contribución personal impacta el negocio.,Toma medidas basadas en la comprensión de las necesidades del cliente y del consumidor.,Pregunta activamente para aprender sobre el negocio para tomar decisiones apropiadas,Comprende el impacto de nuestras operaciones en la comunidad.,Participa en actividades dentro de la comunidad.,Asume la responsabilidad de sus propias acciones y consecuencias.,Muestra congruencia en palabras y acciones.,Vive los valores y principios de Nestlé.,Actúa teniendo en cuenta la reputación y el mejor interés de la organización.,Interactúa con integridad y honestidad.,Admite errores.,Logra resultados en el cumplimiento de los Principios empresariales corporativos de Nestlé.,Muestra un impulso para alcanzar objetivos ambiciosos de desempeño y estándares de calidad.,Planea y prioriza el trabajo de manera efectiva.,Aprovecha cada oportunidad para hacer más de lo esperado.,No duda en actuar.,Persigue objetivos con energía y conduce hasta su finalización.,Asume la responsabilidad de entregar los resultados esperados (qué y cómo).,Busca activamente comentarios de otros.,Crea y ejecuta planes de desarrollo personal.,Aprovecha todas las oportunidades para aprender y crecer.,Aprende de los éxitos y errores.,Tiene recursos para perseguir objetivos de aprendizaje.,"Tiene una gran autoconciencia personal: fortalezas, debilidades, oportunidades y límites.",Obtiene la confianza y el apoyo de los demás.,Está preparado para hacer compromisos para lograr los objetivos del grupo.,"Contribuye activamente con ideas, energía y el deseo de tener éxito como equipo.",Influye sin autoridad.,Se interesa y escucha atentamente las ideas de los demás.,Funciona a través de desacuerdos sin dañar las relaciones.,Anticipa problemas futuros y trabaja para minimizarlos o prevenirlos.,"Afronta nuevos problemas, abre nuevos caminos y desarrolla planes de contingencia.",Inicia y contribuye a la innovación y la mejora continua.,Es de mente abierta hacia nuevas y diferentes formas de hacer las cosas.,Desafía constructivamente el por qué y pregunta por qué no.,Actúa de manera decisiva y proactiva.,Comprende los objetivos del equipo y los objetivos de la empresa._AUTOEVALUCIÓN,Ve cómo la contribución personal impacta el negocio._AUTOEVALUCIÓN,Toma medidas basadas en la comprensión de las necesidades del cliente y del consumidor._AUTOEVALUCIÓN,Pregunta activamente para aprender sobre el negocio para tomar decisiones apropiadas_AUTOEVALUCIÓN,Comprende el impacto de nuestras operaciones en la comunidad._AUTOEVALUCIÓN,Participa en actividades dentro de la comunidad._AUTOEVALUCIÓN,Asume la responsabilidad de sus propias acciones y consecuencias._AUTOEVALUCIÓN,Muestra congruencia en palabras y acciones._AUTOEVALUCIÓN,Vive los valores y principios de Nestlé._AUTOEVALUCIÓN,Actúa teniendo en cuenta la reputación y el mejor interés de la organización._AUTOEVALUCIÓN,Interactúa con integridad y honestidad._AUTOEVALUCIÓN,Admite errores._AUTOEVALUCIÓN,Logra resultados en el cumplimiento de los Principios empresariales corporativos de Nestlé._AUTOEVALUCIÓN,Muestra un impulso para alcanzar objetivos ambiciosos de desempeño y estándares de calidad._AUTOEVALUCIÓN,Planea y prioriza el trabajo de manera efectiva._AUTOEVALUCIÓN,Aprovecha cada oportunidad para hacer más de lo esperado._AUTOEVALUCIÓN,No duda en actuar._AUTOEVALUCIÓN,Persigue objetivos con energía y conduce hasta su finalización._AUTOEVALUCIÓN,Asume la responsabilidad de entregar los resultados esperados (qué y cómo)._AUTOEVALUCIÓN,Busca activamente comentarios de otros._AUTOEVALUCIÓN,Crea y ejecuta planes de desarrollo personal._AUTOEVALUCIÓN,Aprovecha todas las oportunidades para aprender y crecer._AUTOEVALUCIÓN,Aprende de los éxitos y errores._AUTOEVALUCIÓN,Tiene recursos para perseguir objetivos de aprendizaje._AUTOEVALUCIÓN,"Tiene una gran autoconciencia personal: fortalezas, debilidades, oportunidades y límites._AUTOEVALUCIÓN",Obtiene la confianza y el apoyo de los demás._AUTOEVALUCIÓN,Está preparado para hacer compromisos para lograr los objetivos del grupo._AUTOEVALUCIÓN,"Contribuye activamente con ideas, energía y el deseo de tener éxito como equipo._AUTOEVALUCIÓN",Influye sin autoridad._AUTOEVALUCIÓN,Se interesa y escucha atentamente las ideas de los demás._AUTOEVALUCIÓN,Funciona a través de desacuerdos sin dañar las relaciones._AUTOEVALUCIÓN,Anticipa problemas futuros y trabaja para minimizarlos o prevenirlos._AUTOEVALUCIÓN,"Afronta nuevos problemas, abre nuevos caminos y desarrolla planes de contingencia._AUTOEVALUCIÓN",Inicia y contribuye a la innovación y la mejora continua._AUTOEVALUCIÓN,Es de mente abierta hacia nuevas y diferentes formas de hacer las cosas._AUTOEVALUCIÓN,Desafía constructivamente el por qué y pregunta por qué no._AUTOEVALUCIÓN,Actúa de manera decisiva y proactiva._AUTOEVALUCIÓN,Global Pay Grade,Function,Position,Technical Entry Date (date format),Age
4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,3,4,4,3,4,4,4,3,3,3,4,3,3,4,3,4,3,4,2,4,4,4,4,4,4,2,3,4,4,4,4,4,3,3,4,4,4,4,3,4,4,3,4,4,3,4,3,4,4,4,L,Marketing & Sales,Vendedor,1231,25-29
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,I,Marketing & Sales,Coordinador Planeacion Estrategica Comer,1231,25-29
3,3,3,2,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,2,3,3,3,2,2,2,3,2,3,3,4,3,2,4,2,4,4,4,4,4,4,3,3,4,4,4,3,3,3,2,3,4,4,3,3,2,3,3,4,3,3,3,2,4,3,4,I,Finance & Control,Coordinador Costos,1231,30-34
4,3,4,3,3,3,3,4,3,4,4,3,4,3,3,4,4,4,3,3,3,3,3,4,4,4,4,3,3,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,L,Operations,Tecnico Supervisor de Turno,1231,30-34
3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,3,4,4,4,L,Operations,Settlement Technical,1231,25-29
4,4,3,3,3,2,4,4,4,4,4,4,4,3,3,3,2,3,4,2,2,3,3,4,3,4,3,4,4,3,3,3,3,3,4,2,3,3,3,3,3,4,3,4,4,4,4,4,4,3,3,3,3,3,4,3,3,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,3,4,I,Operations,Coordinador Pr,1215,25-29
4,3,3,3,2,3,3,4,4,3,4,3,4,3,4,3,2,3,3,2,3,3,3,3,3,4,2,3,2,2,3,3,3,3,3,3,3,4,4,4,4,4,2,4,4,4,4,4,4,3,3,3,3,3,3,3,2,3,3,4,2,3,3,2,2,4,4,4,4,3,2,3,2,3,K,Marketing & Sales,Coffee Specialist Boutique,1215,30-34
3,4,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,4,4,3,3,3,4,3,3,2,2,3,3,3,3,4,4,4,4,4,4,2,3,3,3,4,3,3,2,2,3,4,3,3,4,4,4,4,4,4,2,2,3,4,2,2,K,Marketing & Sales,Coffee Specialist Boutique,1215,30-34
3,3,4,4,3,4,4,4,4,4,4,3,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,4,4,3,4,M,Marketing & Sales,Asistente Control de Informacion,1215,35-39
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,4,4,3,4,3,3,4,3,4,4,3,3,3,3,3,4,K,Operations,Analista Monitoreo,1215,30-34
4,4,4,3,3,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,3,4,4,3,4,4,4,K,Operations,Analista Master Data,1215,25-29
2,3,2,2,3,2,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,2,3,3,2,2,2,3,2,2,2,2,3,2,2,2,3,3,3,4,3,3,3,4,4,3,4,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,L,Operations,Tecnico Mantenimiento/Instrumentista,1215,25-29
2,3,3,2,2,3,3,3,3,3,3,3,2,3,2,2,3,2,2,3,2,3,3,3,2,2,3,3,2,2,3,3,2,2,3,2,3,4,4,3,2,3,3,4,4,3,3,4,4,3,4,4,4,3,4,3,3,4,3,4,2,3,4,4,4,3,4,3,3,2,3,4,3,4,L,Operations,Tecnico Mantenimiento/Instrumentista,1214,40-44
4,4,3,4,3,3,4,3,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,2,3,3,4,4,4,4,4,4,3,3,3,3,2,3,3,3,2,3,4,4,3,3,4,4,4,4,3,4,3,2,4,3,3,J,Marketing & Sales,Especialista Reporting,1200,30-34
3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,3,4,3,3,4,4,3,3,4,1,4,4,4,4,4,4,4,3,4,3,4,3,4,4,3,4,4,4,3,4,3,3,3,4,4,3,3,3,4,3,4,I,Operations,Coordinador Resurtido,1200,20-24
4,4,4,3,3,3,3,4,4,4,4,4,4,3,4,4,3,4,3,4,3,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,2,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,4,J,Marketing & Sales,Key Account Specialist,1200,25-29
4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,4,3,2,4,4,3,3,4,4,3,2,4,3,3,2,3,4,2,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,L,Marketing & Sales,Vendedor NN,1200,45-49
2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,L,Operations,Tecnico Mantenimiento/Instrumentista,1200,30-34
4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,4,L,Marketing & Sales,Vendedor,1200,35-39
4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,2,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4,3,4,3,4,4,3,3,4,3,4,4,4,4,4,4,J,Operations,Especialista Fabricacion,1185,35-39
3,4,3,4,4,3,3,4,4,4,4,4,4,3,4,3,3,4,2,2,3,3,4,4,3,4,4,3,2,3,4,3,3,3,4,2,2,1,2,1,2,1,4,1,1,2,1,1,1,2,3,1,2,2,1,2,3,2,2,1,2,1,1,1,1,2,1,1,2,3,2,2,2,2,K,Marketing & Sales,Analista Contraloria Comercial,1185,25-29
3,4,3,2,3,2,4,3,3,3,4,4,4,3,3,3,3,3,4,2,2,3,4,3,3,4,4,4,3,3,4,3,4,3,3,3,4,4,4,3,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,I,Operations,Coordinación Compras Cafés,1185,25-29
3,4,4,2,3,4,3,4,4,4,3,3,3,4,4,4,3,3,3,2,3,4,4,4,3,3,3,3,4,4,3,3,4,3,4,3,3,3,4,4,2,3,4,3,4,4,4,4,2,3,4,4,4,3,3,3,2,3,4,4,4,3,4,4,3,4,4,3,4,4,3,4,3,3,H,Operations,Jefe Planeacion Demanda,1185,25-29
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,J,Operations,Especialista Planeacion,1185,30-34
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,3,4,3,3,4,3,2,4,4,3,3,4,4,4,4,4,3,3,4,3,3,3,4,J,Human Resources,Especialista Nomina CoS,1185,30-34
3,2,3,2,4,4,4,4,4,4,4,4,4,3,2,2,2,3,2,4,4,4,4,4,4,3,4,3,2,4,3,2,3,3,4,2,2,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,2,2,3,J,Human Resources,Especialista Educacion y Entrenamiento,1185,35-39
3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,2,3,4,4,3,4,4,3,3,4,4,3,3,3,4,3,4,L,Operations,Tecnico Maquila,1179,30-34
3,3,3,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,2,4,3,4,4,4,4,3,3,3,4,3,3,2,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,2,3,4,4,4,2,2,4,2,4,J,Marketing & Sales,Especialista Eventos Trade Marketing,1170,30-34
4,4,3,3,4,4,3,4,4,3,4,3,4,4,3,3,3,4,4,3,3,4,3,3,3,4,4,3,4,3,3,3,4,3,3,4,3,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,3,4,4,3,3,4,4,4,4,L,Marketing & Sales,Vendedor Bebidas,1170,30-34
3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,4,4,4,3,4,3,3,4,3,4,4,3,3,4,4,4,3,4,3,4,3,3,3,3,4,3,3,4,4,3,4,4,4,3,3,3,3,3,4,3,3,4,3,4,3,2,3,4,4,4,3,4,3,2,3,3,4,3,3,L,General Services,Tecnico Chef,1170,35-39
4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3,4,4,4,J,Legal,Especialista Legal,1170,25-29
4,4,3,2,3,3,4,3,4,4,4,4,4,4,4,3,2,3,3,2,3,4,4,4,4,3,4,2,3,4,4,2,2,2,3,2,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,K,Operations,Analista Cargos,1170,25-29
4,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,3,4,4,3,3,3,4,4,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,L,Operations,Tecnico Operador Mesa Control,1172,25-29
3,3,3,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,2,3,2,4,4,3,3,3,3,3,4,4,4,3,3,3,4,4,3,3,4,4,4,4,4,4,4,3,4,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4,3,4,3,3,4,3,3,3,4,4,3,3,J,Research & Development,Especialista Innovacion Tecnologica,1154,25-29
4,4,3,4,3,4,3,3,4,4,4,3,4,4,2,3,4,3,3,3,3,3,4,4,3,3,4,4,4,4,4,3,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,3,4,4,4,4,4,4,J,Marketing & Sales,Especialista Omnichannel Activator,1154,25-29
3,3,3,3,2,3,3,3,3,3,4,4,3,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,2,2,2,2,3,3,3,4,4,3,4,4,4,4,4,4,4,4,3,3,4,2,3,3,3,4,2,3,4,3,3,4,4,3,4,4,4,2,3,2,4,3,2,J,Human Resources,Especialista CoS,1154,25-29
3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,4,4,4,3,4,4,3,3,4,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,3,4,3,4,3,4,4,4,3,4,3,4,3,4,4,3,3,3,4,3,3,K,Marketing & Sales,Coffee Specialist Boutique,1154,25-29
3,3,4,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,3,3,3,2,3,2,2,3,3,3,2,2,2,3,2,3,4,4,4,3,4,3,4,3,4,4,4,4,4,3,3,4,4,4,4,3,3,2,4,4,4,4,3,4,4,4,4,4,3,3,3,3,4,K,Marketing & Sales,Coffee Specialist Boutique,1154,25-29
4,4,4,3,4,4,4,3,4,4,4,3,4,3,4,3,4,4,3,3,4,4,4,4,4,3,3,4,3,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,3,4,4,4,3,4,4,4,4,K,Marketing & Sales,Supervisor Ventas,1154,30-34
4,4,4,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,3,4,3,3,4,4,3,4,4,3,3,3,3,4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,4,3,4,3,2,4,4,3,4,4,4,4,1,3,3,4,4,3,3,3,4,J,Operations,Especialista Aseguramiento Calidad,1154,25-29
4,3,4,4,4,4,2,2,3,3,4,1,3,3,2,2,2,2,2,3,2,3,2,3,2,3,3,3,2,3,2,2,2,2,3,3,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,4,3,4,4,4,3,4,4,4,4,4,3,3,3,4,4,4,4,4,J,Human Resources,Especialista Seguridad Social CoS,1154,45-49
4,4,3,3,4,4,4,3,4,3,4,4,4,3,2,2,2,2,2,3,3,2,2,3,2,2,2,2,3,3,2,2,2,3,3,2,2,4,3,3,4,3,3,4,3,4,3,4,4,3,3,3,2,3,3,3,2,2,2,3,2,2,3,3,3,3,2,2,4,4,3,3,3,3,K,Operations,Analista Control de Stock,1139,25-29
3,2,2,2,2,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,3,3,2,2,2,2,3,2,4,4,3,3,4,3,3,3,3,3,4,4,3,3,2,2,3,3,2,1,3,3,3,2,3,3,3,3,2,3,3,2,2,2,3,3,3,J,Human Resources,Especialista CoS,1139,25-29
4,4,3,3,3,3,4,4,4,4,4,3,4,4,3,3,3,4,4,3,3,3,3,3,3,4,4,3,3,4,4,3,3,3,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,K,Operations,Analista Control Stock,1139,25-29
4,3,4,4,3,3,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,3,4,4,3,4,3,4,4,3,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,4,I,Human Resources,Coordinador HRBP,1139,30-34
4,3,4,3,4,3,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,L,Marketing & Sales,Vendedor Operaciones,1139,35-39
4,3,3,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,4,4,4,4,3,4,3,4,3,3,3,3,4,3,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,3,4,4,4,4,4,L,Marketing & Sales,Vendedor,1139,35-39
4,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,4,2,3,3,3,4,3,4,3,2,3,3,2,4,3,2,3,2,4,3,2,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,2,3,2,4,2,3,K,Marketing & Sales,Vendedor Mayoreo,1139,25-29
4,3,2,3,4,4,3,4,4,4,4,3,3,3,3,4,3,4,3,3,3,3,4,4,3,3,3,3,3,4,2,2,3,3,4,2,3,4,3,3,3,3,3,4,3,4,4,4,4,3,3,3,3,2,3,2,2,2,4,4,4,2,3,3,2,2,4,3,2,3,2,4,2,2,K,Marketing & Sales,Analista Gestion Comercial,1139,25-29
2,1,2,1,2,2,3,2,2,2,4,3,2,1,2,2,1,2,2,1,1,2,3,1,2,2,2,2,1,3,1,1,1,2,3,1,2,4,3,3,3,4,4,3,3,4,4,4,4,3,3,3,3,4,3,2,3,3,3,4,3,3,4,3,3,3,4,4,3,3,3,3,3,3,J,Operations,Especialista Fabricacion,1139,45-49
3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,3,4,3,3,3,3,3,2,3,4,2,3,3,3,2,3,2,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,3,4,4,3,3,3,3,3,2,4,4,4,3,3,4,4,4,J,Human Resources,Especialista CoS,1139,25-29
4,3,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,4,4,3,3,3,3,3,4,4,4,3,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,3,4,3,3,4,4,4,3,3,4,3,4,4,I,Marketing & Sales,Marketing Coordinator,1139,25-29
4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,3,4,3,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,3,3,4,4,4,4,3,3,3,4,3,3,4,3,3,4,3,2,3,4,2,3,3,4,I,Operations,Coordinador Planeación Intermarket,1139,20-24
3,3,3,2,3,2,3,3,2,2,4,3,3,2,2,2,2,2,2,2,2,3,3,3,2,3,4,3,3,3,2,2,2,3,4,3,2,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,3,3,4,4,3,H,Marketing & Sales,Jefe Digital,1139,30-34
4,3,4,3,4,4,4,3,4,3,4,4,4,3,3,3,3,4,4,3,3,4,4,4,4,3,4,3,4,4,4,3,3,3,4,3,3,3,3,3,3,3,2,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,3,4,3,2,4,3,3,3,3,3,3,4,3,3,J,Operations,Especialista Adenda,1139,40-44
4,4,3,3,3,3,4,3,3,3,4,4,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,K,Marketing & Sales,Asesor Nutricional,1139,25-29
4,4,3,4,3,3,4,4,4,3,4,4,3,3,4,4,4,3,4,3,2,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,3,3,4,3,3,3,2,3,3,4,3,4,3,4,4,3,4,3,3,3,4,2,4,3,2,3,3,3,3,3,3,3,2,2,4,3,2,3,I,Research & Development,Coordinador Innovacion Tecnologica,1124,25-29
4,3,3,4,4,4,4,4,3,4,4,4,3,3,2,3,3,4,3,4,2,2,3,3,3,3,2,3,4,3,4,3,2,2,4,2,3,3,3,4,3,3,3,4,3,4,4,4,4,4,3,3,3,4,3,3,4,2,4,4,2,4,2,3,2,3,2,2,3,4,2,3,2,3,L,Operations,Tecnico Supervisor de Turno,1124,30-34
3,3,3,2,3,3,4,4,4,3,4,4,3,3,3,3,4,3,4,3,2,3,4,4,4,4,4,3,3,3,3,3,3,3,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,K,Human Resources,Human Resource Analyst,1124,25-29
4,4,3,4,3,4,4,4,4,4,4,3,4,4,3,4,3,4,3,3,2,4,4,4,3,4,3,4,3,3,4,3,3,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,4,3,4,3,4,3,4,4,3,4,I,Marketing & Sales,E-Commerce Performance & Operations Coor,1124,25-29
3,3,3,3,4,4,4,3,3,3,4,4,4,4,2,3,3,4,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,4,3,3,3,4,3,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,3,4,3,3,4,3,3,4,4,K,Marketing & Sales,Coffee Specialist Boutique,1124,30-34
3,3,2,3,3,3,3,3,4,4,4,3,4,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,2,2,3,3,3,3,4,4,3,4,4,4,3,4,4,4,4,3,4,2,3,2,3,3,4,2,3,4,4,3,3,3,3,4,3,3,3,4,4,2,3,2,J,Marketing & Sales,E-merchandizing Specialist,1124,35-39
3,3,4,3,4,3,3,4,4,4,4,4,3,3,3,3,4,3,4,4,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,4,4,3,4,3,4,3,4,3,4,2,4,3,2,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,2,4,2,3,4,4,4,4,4,K,Marketing & Sales,Coffee Specialist CRC,1124,30-34
4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,3,4,4,3,3,4,3,4,4,3,4,3,3,3,4,3,3,4,4,4,3,4,3,4,3,3,4,2,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,3,4,4,3,4,4,4,3,4,4,4,4,4,3,3,4,K,Marketing & Sales,Analista Informacion Ventas,1124,25-29
3,3,2,3,2,3,4,3,4,4,4,4,2,2,2,2,2,2,2,3,3,3,3,3,3,4,3,3,3,4,4,2,2,2,4,2,2,4,3,3,3,2,3,4,4,4,4,4,4,3,3,2,3,3,3,3,3,3,4,4,3,3,4,4,3,4,4,4,2,3,3,4,3,2,J,Marketing & Sales,Especialista Trade Marketing,1124,30-34
3,4,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,4,3,3,3,4,3,3,4,4,3,3,3,4,4,3,3,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,I,Research & Development,Coordinador Innovacion Tecnologica,1124,25-29
