ID,Comprende los objetivos del equipo y los objetivos de la empresa.,Ve cómo la contribución personal impacta el negocio.,Toma medidas basadas en la comprensión de las necesidades del cliente y del consumidor.,Pregunta activamente para aprender sobre el negocio para tomar decisiones apropiadas,Comprende el impacto de nuestras operaciones en la comunidad.,Participa en actividades dentro de la comunidad.,Asume la responsabilidad de sus propias acciones y consecuencias.,Muestra congruencia en palabras y acciones.,Vive los valores y principios de Nestlé.,Actúa teniendo en cuenta la reputación y el mejor interés de la organización.,Interactúa con integridad y honestidad.,Admite errores.,Logra resultados en el cumplimiento de los Principios empresariales corporativos de Nestlé.,Muestra un impulso para alcanzar objetivos ambiciosos de desempeño y estándares de calidad.,Planea y prioriza el trabajo de manera efectiva.,Aprovecha cada oportunidad para hacer más de lo esperado.,No duda en actuar.,Persigue objetivos con energía y conduce hasta su finalización.,Asume la responsabilidad de entregar los resultados esperados (qué y cómo).,Busca activamente comentarios de otros.,Crea y ejecuta planes de desarrollo personal.,Aprovecha todas las oportunidades para aprender y crecer.,Aprende de los éxitos y errores.,Tiene recursos para perseguir objetivos de aprendizaje.,"Tiene una gran autoconciencia personal: fortalezas, debilidades, oportunidades y límites.",Obtiene la confianza y el apoyo de los demás.,Está preparado para hacer compromisos para lograr los objetivos del grupo.,"Contribuye activamente con ideas, energía y el deseo de tener éxito como equipo.",Influye sin autoridad.,Se interesa y escucha atentamente las ideas de los demás.,Funciona a través de desacuerdos sin dañar las relaciones.,Anticipa problemas futuros y trabaja para minimizarlos o prevenirlos.,"Afronta nuevos problemas, abre nuevos caminos y desarrolla planes de contingencia.",Inicia y contribuye a la innovación y la mejora continua.,Es de mente abierta hacia nuevas y diferentes formas de hacer las cosas.,"Desafía constructivamente el ""por qué"" y pregunta ""por qué no"".",Actúa de manera decisiva y proactiva.,Comprende los objetivos del equipo y los objetivos de la empresa._AUTOEVALUCIÓN,Ve cómo la contribución personal impacta el negocio._AUTOEVALUCIÓN,Toma medidas basadas en la comprensión de las necesidades del cliente y del consumidor._AUTOEVALUCIÓN,Pregunta activamente para aprender sobre el negocio para tomar decisiones apropiadas_AUTOEVALUCIÓN,Comprende el impacto de nuestras operaciones en la comunidad._AUTOEVALUCIÓN,Participa en actividades dentro de la comunidad._AUTOEVALUCIÓN,Asume la responsabilidad de sus propias acciones y consecuencias._AUTOEVALUCIÓN,Muestra congruencia en palabras y acciones._AUTOEVALUCIÓN,Vive los valores y principios de Nestlé._AUTOEVALUCIÓN,Actúa teniendo en cuenta la reputación y el mejor interés de la organización._AUTOEVALUCIÓN,Interactúa con integridad y honestidad._AUTOEVALUCIÓN,Admite errores._AUTOEVALUCIÓN,Logra resultados en el cumplimiento de los Principios empresariales corporativos de Nestlé._AUTOEVALUCIÓN,Muestra un impulso para alcanzar objetivos ambiciosos de desempeño y estándares de calidad._AUTOEVALUCIÓN,Planea y prioriza el trabajo de manera efectiva._AUTOEVALUCIÓN,Aprovecha cada oportunidad para hacer más de lo esperado._AUTOEVALUCIÓN,No duda en actuar._AUTOEVALUCIÓN,Persigue objetivos con energía y conduce hasta su finalización._AUTOEVALUCIÓN,Asume la responsabilidad de entregar los resultados esperados (qué y cómo)._AUTOEVALUCIÓN,Busca activamente comentarios de otros._AUTOEVALUCIÓN,Crea y ejecuta planes de desarrollo personal._AUTOEVALUCIÓN,Aprovecha todas las oportunidades para aprender y crecer._AUTOEVALUCIÓN,Aprende de los éxitos y errores._AUTOEVALUCIÓN,Tiene recursos para perseguir objetivos de aprendizaje._AUTOEVALUCIÓN,"Tiene una gran autoconciencia personal: fortalezas, debilidades, oportunidades y límites._AUTOEVALUCIÓN",Obtiene la confianza y el apoyo de los demás._AUTOEVALUCIÓN,Está preparado para hacer compromisos para lograr los objetivos del grupo._AUTOEVALUCIÓN,"Contribuye activamente con ideas, energía y el deseo de tener éxito como equipo._AUTOEVALUCIÓN",Influye sin autoridad._AUTOEVALUCIÓN,Se interesa y escucha atentamente las ideas de los demás._AUTOEVALUCIÓN,Funciona a través de desacuerdos sin dañar las relaciones._AUTOEVALUCIÓN,Anticipa problemas futuros y trabaja para minimizarlos o prevenirlos._AUTOEVALUCIÓN,"Afronta nuevos problemas, abre nuevos caminos y desarrolla planes de contingencia._AUTOEVALUCIÓN",Inicia y contribuye a la innovación y la mejora continua._AUTOEVALUCIÓN,Es de mente abierta hacia nuevas y diferentes formas de hacer las cosas._AUTOEVALUCIÓN,"Desafía constructivamente el ""por qué"" y pregunta ""por qué no""._AUTOEVALUCIÓN",Actúa de manera decisiva y proactiva._AUTOEVALUCIÓN,Date,Global Pay Grade,Function,Position,Technical Entry Date (date format),Age,PotencialT,DesempeñoT,Desempeño,Potencial
10960997,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,3,4,3,4,4,3,4,4,4,4,3,3,4,4,2,4,4,4,4,4,4,4,4,2021-04-30,J,Operations,Especialista Customer Solution,894,25-29,2,3,3,3
10960998,3,4,4,3,4,4,4,4,4,4,4,4,2,2,3,2,2,3,3,2,3,4,4,2,3,3,3,2,4,4,4,3,2,2,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,2021-04-30,J,Operations,Especialista Order Fulfilment,894,25-29,2,2,2,2
10960999,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3,3,4,4,3,4,4,3,3,4,4,3,3,3,4,3,4,4,4,4,4,3,3,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,4,3,4,2021-04-30,J,Operations,Especialista Customer Facing,894,25-29,2,2,2,2
10961000,3,2,4,2,3,2,3,4,4,4,4,4,2,3,2,2,2,2,2,3,3,4,4,4,3,2,3,2,1,4,2,3,2,3,4,4,4,4,4,3,4,4,2,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,4,2,4,4,4,4,4,3,3,3,4,3,3,2020-01-31,J,Operations,Especialista Planeacion Abastecimiento,894,25-29,#,#,2,1
10961001,3,3,3,4,4,2,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,2,4,4,3,4,3,3,4,4,4,3,3,4,4,3,4,4,3,3,4,4,4,3,4,3,4,4,4,3,3,3,4,4,3,3,2021-04-30,J,Operations,Especialista Resurtido,894,25-29,2,2,2,2
10961003,3,3,4,4,3,3,3,3,3,3,4,3,3,3,2,4,3,3,2,3,3,4,3,3,3,3,3,3,3,3,3,4,2,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,3,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,3,2021-04-30,J,Operations,Especialista Resurtido,894,25-29,2,3,3,3
10961007,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,3,3,2,4,4,3,4,4,4,3,4,3,4,4,4,4,4,3,4,4,3,3,4,4,3,3,3,4,3,4,3,4,3,4,2021-04-30,J,Operations,Especialista Resurtido,894,20-24,2,2,2,2
10961011,4,4,4,4,3,2,4,4,4,4,4,4,3,4,4,4,4,4,4,2,3,4,4,4,3,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2021-04-30,I,Operations,Coordinador Socio de Negocio,894,35-39,2,3,3,3
10961013,3,3,2,4,3,3,4,3,3,4,4,4,3,2,2,2,3,2,2,3,2,3,3,4,3,4,3,1,2,3,4,2,2,2,3,2,2,3,3,3,2,2,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,2021-04-30,J,Operations,Especialista Agropecuario,894,25-29,2,1,2,1
10961019,3,2,2,3,3,3,3,2,3,4,3,3,3,2,2,2,2,3,2,3,3,2,3,2,3,3,3,3,4,4,3,2,2,2,4,3,2,3,4,3,3,3,2,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,3,3,4,3,3,4,2,4,3,3,3,3,4,3,3,2021-04-30,J,Operations,Especialista Procurement Excellence,894,25-29,1,2,2,2
10961024,3,3,3,3,3,2,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,3,4,2021-04-30,I,Operations,Coordinador Socio de Negocio,894,25-29,2,2,2,2
10961032,3,3,3,3,3,3,2,2,4,4,4,3,3,3,2,3,3,3,3,3,3,3,2,3,3,4,4,4,4,4,4,3,3,3,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,2,4,4,4,4,3,4,4,4,2020-01-31,K,Operations,Accounting Portofolio Analyst,894,35-39,#,#,2,2
10961033,3,3,3,3,4,2,2,3,2,3,2,3,3,4,3,3,4,4,3,2,3,3,3,3,3,3,4,4,3,3,3,4,3,4,4,3,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,2021-04-30,M,Operations,Asistente Servicios Industriales,894,30-34,2,1,2,2
10961034,4,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4,3,4,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,3,4,3,4,3,4,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,4,2021-04-30,J,Human Resources,Especialista Atraccion Talento,894,30-34,2,1,2,2
10961357,3,3,4,3,3,2,3,3,3,3,4,3,3,3,3,2,3,3,4,2,3,2,3,2,3,4,3,3,4,3,3,3,4,2,3,2,3,4,4,3,4,2,2,4,4,4,3,4,4,3,3,4,3,4,3,4,3,3,3,4,3,3,4,3,3,3,4,4,3,4,3,4,4,3,2021-04-30,J,Human Resources,Especialista CoS,894,40-44,2,2,3,2
10961780,3,3,3,2,2,2,4,4,4,4,4,4,3,2,3,3,2,2,2,2,2,3,3,3,3,3,4,3,3,4,4,2,3,2,3,3,3,4,4,4,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,2,4,4,4,4,2,4,3,3,3,3,4,4,4,2021-01-31,K,Operations,Analista Master Data,894,25-29,2,1,1,1
10964166,4,4,4,4,2,1,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,1,3,4,4,4,4,4,2021-04-30,K,Operations,Analista Almacen Tecnico,881,35-39,2,2,2,2
10964167,3,4,4,3,4,2,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,1,4,4,4,4,4,3,4,4,4,4,4,4,2,4,4,4,4,2021-04-30,L,Operations,Tecnico MANTO Electrico,881,30-34,2,2,2,2
10964168,3,3,3,4,4,4,4,4,4,4,4,3,4,3,3,3,4,3,3,2,4,3,4,3,3,4,3,4,3,3,3,3,4,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,2021-04-30,J,Marketing & Sales,Asesor Nutricional SR,881,30-34,2,1,2,2
10964169,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,3,3,4,4,3,3,3,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-30,L,Operations,Tecnico Almacen Tecnico,881,25-29,2,1,2,2
10964851,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,3,3,4,4,4,3,4,3,4,4,4,3,2,3,4,4,4,4,2021-04-30,I,Marketing & Sales,Marketing Coordinator,881,20-24,2,3,2,3
10964855,3,4,3,4,4,3,4,4,4,4,4,4,4,3,4,3,3,3,4,3,2,4,4,4,4,3,4,4,2,3,3,3,4,4,4,4,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,4,2021-04-30,K,Operations,Analista Liquidacion,881,30-34,2,2,3,2
10964863,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,4,3,2,2,3,3,3,3,4,4,3,3,4,4,2,3,2,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,4,4,4,3,4,3,4,3,4,4,3,3,4,4,3,4,2021-04-30,I,Marketing & Sales,Coordinador Consumer Insights,881,30-34,2,2,2,2
10964864,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,4,3,3,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,3,3,4,3,4,3,3,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,2021-04-30,I,Marketing & Sales,Coordinador Marketing,881,20-24,2,2,2,2
10964868,3,4,3,3,3,3,3,4,3,4,4,4,3,4,3,3,4,3,3,3,2,3,4,3,3,4,3,4,3,3,3,3,3,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,2021-04-30,J,Operations,Especialista Bodegas y Transportes,881,20-24,2,2,2,2
10964869,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,4,4,3,3,4,3,3,2,3,3,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,3,2,3,4,3,2,2,4,4,3,3,4,4,4,4,4,3,2,2,2,3,2,3,2021-04-30,J,Human Resources,Especialista Atraccion Talento,881,25-29,2,2,3,2
10964871,3,2,2,2,3,3,3,3,4,4,4,3,3,3,2,2,2,3,3,2,3,3,3,3,3,2,3,2,3,2,3,2,2,2,3,3,3,3,3,4,4,4,2,4,4,4,4,4,4,3,4,3,4,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,3,3,3,4,3,4,2021-04-30,I,Marketing & Sales,Coordinador Digital & eContent Developme,881,30-34,2,2,2,2
10964872,3,3,2,4,3,3,4,2,3,3,4,4,2,2,2,3,3,2,3,2,3,3,3,3,2,4,3,3,3,3,3,1,2,3,3,2,2,4,4,3,3,4,4,4,3,3,4,4,4,4,4,2,3,4,4,4,3,3,3,4,4,4,4,4,4,3,4,4,2,4,4,4,4,4,2021-01-31,I,Marketing & Sales,Coordinador Omnichannel Activator,881,25-29,1,1,1,1
10964873,3,3,4,4,3,2,3,4,4,4,4,4,4,4,3,4,4,3,4,3,2,3,4,4,4,4,4,3,3,4,4,2,4,4,3,4,4,3,3,4,4,4,2,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2021-04-30,K,Marketing & Sales,Analista Supervisor Cafeteria,881,30-34,2,3,2,2
10964874,3,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,3,3,4,4,3,4,3,2,2,2,3,1,3,2,2,2,3,3,2,2,2,2,1,2,2,2,2,3,2,3,2,2,1,1,2,2,2,2,1,2,2,3,2,2021-04-30,L,Marketing & Sales,Coffee Specialist Boutique PT,881,35-39,2,2,2,2
10968902,2,2,2,3,2,2,3,2,2,3,3,3,3,2,3,2,2,2,3,2,2,3,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,2021-04-30,J,Marketing & Sales,Veterinary Adviser Specialist,866,40-44,2,1,2,2
10968910,3,3,3,4,3,2,4,3,3,3,4,4,3,3,3,3,4,4,4,3,3,4,3,2,2,3,3,3,2,3,3,3,4,4,4,3,4,3,3,3,3,4,3,4,3,3,4,4,3,3,3,4,3,3,4,4,3,3,3,4,4,3,3,3,3,3,4,4,3,3,3,4,4,3,2021-02-28,J,Operations,Especialista SHE,866,25-29,3,2,3,3
10968920,2,2,3,3,3,2,4,4,3,4,4,4,2,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,4,4,4,2,2,2,4,3,3,3,4,3,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,3,3,4,3,3,2021-04-30,K,Marketing & Sales,Asesor Nutricional,866,25-29,2,2,3,3
10968935,3,3,4,3,3,2,3,3,3,4,4,4,3,3,3,3,2,3,3,3,2,3,3,3,2,2,3,3,3,3,3,2,3,2,3,2,2,3,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,3,3,3,3,4,3,3,2,3,3,4,4,4,4,3,3,2021-04-30,K,Marketing & Sales,Analista Gestion Comercial,866,40-44,2,1,3,1
10968939,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,4,3,4,4,4,4,3,4,4,4,3,4,3,3,3,3,4,3,4,3,4,4,4,4,4,3,3,4,3,3,3,4,2,3,3,3,2,4,4,4,4,4,3,2,2,3,3,2,3,2021-04-30,K,Marketing & Sales,Vendedor Mayoreo,866,30-34,2,2,2,3
10969700,4,4,3,3,4,2,4,3,4,4,4,4,4,4,3,4,4,3,4,2,3,4,4,4,4,4,3,4,4,4,4,3,4,3,4,2,3,4,4,4,3,4,3,4,4,4,4,4,4,2,3,4,2,2,4,4,1,4,4,4,3,4,3,3,4,1,3,3,1,3,3,3,2,3,2021-04-30,K,Marketing & Sales,Coffee Specialist CRC,866,30-34,2,2,2,2
10969705,3,3,4,4,4,3,4,3,4,4,4,4,4,3,3,3,3,3,3,4,3,4,3,3,4,4,4,4,3,4,4,3,3,3,4,4,4,3,4,4,3,4,4,3,3,3,4,4,3,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,3,3,3,3,4,3,2021-04-30,J,Operations,Especialista Aseguramiento Calidad,866,25-29,2,2,2,2
10969707,3,3,3,2,4,4,3,3,4,4,4,3,3,2,2,2,2,3,2,2,2,3,4,3,3,3,3,3,4,3,4,2,2,3,3,2,2,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,4,4,3,4,4,4,3,4,3,3,3,3,3,3,4,3,2021-04-30,K,Operations,Analista SHE,866,25-29,2,1,1,2
10969709,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,3,3,1,4,4,4,4,4,4,2,4,3,3,3,4,4,4,4,4,4,3,3,4,4,3,3,3,4,4,3,3,4,3,4,2021-04-30,I,Operations,Coordinador Resurtido,866,25-29,3,2,3,2
10969710,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,3,3,4,4,4,4,4,4,2021-04-30,J,Operations,Especialista Resurtido,866,25-29,2,3,3,3
10969711,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,3,4,4,3,4,4,4,4,3,4,4,3,3,3,4,4,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,3,2,4,4,4,4,2021-04-30,J,Operations,Especialista Comercio Exterior,866,25-29,2,2,3,2
10969712,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,2021-04-30,K,Operations,Analista Proyectos Ingenieria,866,25-29,2,1,2,2
10969720,3,2,2,2,2,1,3,2,3,2,3,3,4,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,1,2,1,1,1,1,2,1,1,4,3,4,3,4,3,4,4,4,4,4,4,3,3,3,3,3,4,3,4,4,3,4,4,3,3,4,4,3,4,3,3,3,3,4,3,3,2021-01-31,K,Operations,Claims Analyst,866,30-34,1,1,1,1
10969722,4,4,3,3,3,2,4,3,4,4,4,3,4,3,4,3,3,3,2,2,2,3,4,3,3,3,3,2,3,3,3,3,2,2,3,2,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,2021-04-30,K,Operations,Claims Analyst,866,35-39,2,2,2,2
10973757,2,3,2,3,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,4,2,4,3,3,3,4,4,4,4,3,3,3,3,4,3,4,4,3,2,4,4,3,3,4,4,4,4,4,3,4,4,4,4,2,4,2021-04-30,L,Marketing & Sales,Asesor Nutricional JR.,850,25-29,2,2,2,2
10973758,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,2,4,4,3,2,4,3,4,4,4,2,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,2020-01-31,J,Marketing & Sales,Asesor Nutricional SR,850,40-44,#,#,2,2
10973760,3,3,2,2,2,2,2,2,3,3,3,2,3,3,3,2,2,2,3,2,2,3,3,3,2,2,2,2,2,3,3,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-30,K,Operations,Analista Envase y Embalaje,850,30-34,2,2,2,1
10973761,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,3,4,3,3,3,4,4,4,3,4,4,4,3,4,4,3,3,4,4,3,4,2021-04-30,J,Marketing & Sales,Especialista Community Manager,850,25-29,2,3,3,2
10973762,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,2,2,3,3,3,3,3,3,3,2,3,4,3,3,4,3,3,3,3,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,3,2021-04-30,J,Marketing & Sales,Especialista Community Manager,850,30-34,2,3,2,2
10973765,4,4,4,2,3,3,4,4,4,4,4,4,3,4,4,3,4,4,4,2,1,2,3,3,2,3,2,3,2,3,2,2,2,2,3,3,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2021-04-30,J,Marketing & Sales,Especialista Proyectos Comerciales,850,30-34,2,2,3,2
10974368,4,3,3,4,4,3,4,3,4,4,4,4,4,3,4,3,4,3,3,2,3,3,3,3,3,4,4,4,3,4,3,4,4,4,4,4,4,3,4,2,3,4,3,4,4,4,4,4,4,3,4,3,3,3,4,3,2,2,3,3,3,3,4,4,4,4,4,3,2,3,4,4,2,3,2021-04-30,J,Finance & Control,Especialista Costos,850,25-29,2,2,3,3
10975037,3,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,3,4,3,4,4,3,4,3,4,1,4,4,2,3,3,3,4,3,4,2021-04-30,L,Operations,Tecnico Supervisor de Turno,850,25-29,2,2,3,2
10975040,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,3,3,3,4,3,4,4,4,4,4,3,3,4,4,3,4,3,4,4,4,4,3,3,4,4,4,3,4,4,4,4,3,4,4,4,2021-04-30,L,Marketing & Sales,Vendedor NN,850,35-39,2,2,2,1
10975041,4,3,3,3,4,4,4,4,4,3,4,3,3,3,4,3,3,4,3,3,3,4,4,3,4,4,3,3,3,4,4,3,2,2,3,2,3,3,2,3,3,3,3,4,4,3,4,4,3,3,4,2,3,3,4,4,2,2,4,3,3,3,4,4,4,3,4,4,3,3,2,4,3,4,2021-04-30,J,Human Resources,Especialista Nomina CoS,850,25-29,2,1,2,2
10975044,4,3,3,4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,2,4,3,4,4,4,2,4,3,3,4,4,4,2,2,3,4,2,2,3,3,2,3,3,1,3,3,4,4,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,2,3,3,4,4,2,2,2,3,2,3,2021-04-30,L,Marketing & Sales,Vendedor OOH y FS,850,30-34,2,2,2,2
10976521,2,2,3,3,2,2,2,2,3,2,3,3,3,2,2,2,2,2,2,3,2,2,3,2,2,3,2,3,2,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,2,3,3,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,2021-04-30,L,Marketing & Sales,Asesor Nutricional JR.,850,25-29,2,2,2,2
10977932,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,3,3,3,4,4,3,2021-04-30,K,Marketing & Sales,Analista Gestion Comercial,835,30-34,2,1,2,2
10977934,3,3,3,4,2,2,4,4,4,4,4,4,4,3,2,4,3,3,4,4,3,4,4,3,3,4,4,4,4,4,4,2,3,4,4,2,4,4,4,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,4,4,3,4,4,3,3,3,4,2,2,3,3,4,3,4,2021-04-30,L,Marketing & Sales,Asesor Nutricional JR.,835,25-29,2,2,2,2
10977938,4,3,3,4,3,2,3,3,3,4,4,4,4,3,3,4,3,4,3,2,3,4,4,2,3,2,3,3,3,3,3,4,2,3,3,3,3,3,4,3,4,3,3,4,4,4,3,4,4,3,3,4,4,3,3,4,4,3,3,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,2021-04-30,J,Marketing & Sales,Especialista CRM,835,25-29,2,2,2,2
10977952,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,3,4,3,3,4,4,3,3,4,4,4,3,4,4,3,3,4,4,4,4,2021-04-30,K,Marketing & Sales,Analista Cuentas Clave,835,20-24,3,3,2,2
